id,student_name,house,potions,herbology,darkarts,flying
53,Wizard1026,Slytherin,76,78,77,72
54,Wizard2366,Hufflepuff,53,52,43,80
55,Wizard3367,Gryffindor,57,73,66,63
56,Wizard4078,Slytherin,73,77,94,79
57,Wizard776,Slytherin,94,88,93,71
58,Wizard611,Slytherin,74,72,82,88
59,Wizard201,Slytherin,70,78,77,94
60,Wizard957,Gryffindor,57,69,67,86
61,Wizard1967,Gryffindor,70,90,64,82
62,Wizard701,Ravenclaw,91,88,90,88
63,Wizard4004,Ravenclaw,89,86,91,100
64,Wizard3919,Hufflepuff,56,68,60,64
65,Wizard3099,Slytherin,74,92,87,79
66,Theseus Peverell,Gryffindor,58,81,89,83
67,Bellatrix Carrow,Gryffindor,64,89,65,87
68,Wizard456,Slytherin,73,84,88,72
69,Wizard1254,Ravenclaw,96,87,100,86
70,Wizard2443,Hufflepuff,73,70,77,83
71,Wizard1120,Gryffindor,78,73,73,54
72,Wizard2946,Hufflepuff,81,81,66,47
73,Wizard2759,Gryffindor,85,77,88,78
74,Wizard2460,Ravenclaw,94,98,94,88
75,Wizard1070,Slytherin,83,91,73,77
76,Wizard2794,Slytherin,83,88,71,72
77,Nymphadora Flitwick,Hufflepuff,65,83,47,84
78,Wizard1457,Ravenclaw,96,88,90,99
79,Wizard3160,Gryffindor,90,62,68,79
80,Wizard1259,Gryffindor,89,80,75,63
81,Wizard2191,Slytherin,77,77,82,84
82,Wizard826,Hufflepuff,67,59,66,67
83,Gellert Pucey,Slytherin,83,81,82,84
84,Wizard3256,Slytherin,82,86,79,74
85,Wizard1948,Ravenclaw,99,88,100,95
86,Wizard2744,Hufflepuff,62,81,70,61
87,Wulfric Tonks,Ravenclaw,98,94,97,98
88,Wizard1501,Ravenclaw,85,100,86,85
89,Tom Carrow,Gryffindor,58,89,86,76
90,Wizard971,Ravenclaw,86,91,87,97
91,Wizard1320,Gryffindor,73,61,72,84
92,Wizard2178,Ravenclaw,88,86,90,92
93,Wizard2782,Gryffindor,75,60,58,68
94,Wizard191,Ravenclaw,98,88,91,97
95,Wizard1046,Gryffindor,77,77,85,75
96,Leta Lupin,Slytherin,79,81,94,71
97,Wizard1609,Slytherin,85,80,73,83
98,Wizard4086,Slytherin,75,86,92,74
99,Wizard1571,Gryffindor,78,56,68,61
100,Wizard3698,Hufflepuff,75,74,57,61
101,Wizard2531,Ravenclaw,99,90,85,93
102,Wizard3695,Ravenclaw,86,100,90,89
103,Leta Shacklebolt,Ravenclaw,94,87,87,91
104,Wizard1701,Ravenclaw,96,95,100,98
105,Wizard2364,Slytherin,71,87,88,70
106,Tom Peverell,Hufflepuff,44,62,65,56
107,Wizard3545,Ravenclaw,98,100,99,93
108,Wizard1045,Gryffindor,76,75,80,55
109,Wizard139,Hufflepuff,65,82,72,68
110,Arthur Bones,Slytherin,83,72,82,92
111,Wizard852,Gryffindor,59,53,56,50
112,Wizard3686,Ravenclaw,99,89,93,90
113,Wizard1489,Slytherin,91,83,83,95
114,Wizard716,Gryffindor,55,73,82,59
115,Wizard1634,Ravenclaw,91,98,99,100
116,Wizard290,Slytherin,76,73,77,78
117,Wizard2932,Gryffindor,67,66,59,68
118,Wizard482,Gryffindor,72,61,81,70
119,Wizard2298,Gryffindor,51,60,55,83
120,Wizard2617,Slytherin,90,88,86,86
121,Wizard4017,Hufflepuff,68,44,45,74
122,Wizard1192,Ravenclaw,97,87,96,94
123,Bathilda Crouch,Ravenclaw,86,91,85,92
124,Wizard2063,Slytherin,90,76,79,77
125,Wizard714,Hufflepuff,69,54,50,43
126,Wizard974,Ravenclaw,92,99,88,98
127,Wizard2685,Ravenclaw,94,88,99,93
128,Wizard434,Slytherin,91,89,85,91
129,Wizard3924,Slytherin,86,74,94,79
130,Wizard3225,Ravenclaw,96,98,95,94
131,Wizard1001,Slytherin,92,71,70,91
132,Wizard975,Slytherin,79,91,86,83
133,Godric Greengrass,Slytherin,79,85,75,74
134,Wizard3197,Hufflepuff,60,80,77,72
135,Wizard1127,Ravenclaw,99,91,99,96
136,Wizard3001,Ravenclaw,97,98,89,96
137,Wizard2799,Slytherin,89,75,82,76
138,Wizard453,Slytherin,89,93,75,95
139,Wizard661,Gryffindor,50,79,65,61
140,Wizard2825,Hufflepuff,65,42,77,85
141,Wizard861,Slytherin,87,83,91,81
142,Wizard1185,Slytherin,83,77,73,84
143,Sirius Lupin,Ravenclaw,96,86,88,85
144,Wizard3987,Ravenclaw,92,100,86,92
145,Wizard2455,Slytherin,93,89,79,86
146,Wizard2009,Hufflepuff,40,85,80,53
147,Wizard1514,Ravenclaw,95,91,96,97
148,Wizard3084,Ravenclaw,87,85,88,89
149,Wizard1057,Hufflepuff,40,63,80,81
150,Wizard1064,Gryffindor,64,63,82,69
151,Wizard2712,Slytherin,77,91,78,95
152,Wizard3847,Hufflepuff,55,65,60,43
153,Wizard2505,Slytherin,81,85,95,94
154,Wizard3120,Ravenclaw,95,90,86,95
155,Wizard1618,Slytherin,83,95,77,87
156,Wizard3745,Hufflepuff,56,46,75,62
157,Wizard1779,Hufflepuff,69,42,82,75
158,Sirius Black,Slytherin,93,82,80,95
159,Wizard1960,Slytherin,71,70,93,77
160,Wizard3961,Ravenclaw,96,85,100,97
161,Wizard1759,Slytherin,78,84,78,94
162,Wizard3094,Ravenclaw,93,100,99,99
163,Wizard2973,Slytherin,86,79,95,82
164,Wizard54,Slytherin,84,70,73,83
165,Wizard2210,Slytherin,94,81,89,84
166,Wizard317,Slytherin,86,80,70,90
167,Wizard935,Hufflepuff,52,83,56,45
168,Wizard79,Slytherin,95,73,82,92
169,Wizard443,Hufflepuff,63,68,44,48
170,Wizard2944,Gryffindor,88,52,61,89
171,Wizard843,Slytherin,75,81,91,87
172,Wizard3982,Hufflepuff,61,53,80,71
173,Wizard1877,Hufflepuff,63,83,74,84
174,Wizard3270,Gryffindor,75,70,74,67
175,Wizard643,Gryffindor,82,68,85,73
176,Wizard30,Gryffindor,86,77,52,67
177,Wizard651,Gryffindor,64,53,80,76
178,Wizard2004,Hufflepuff,79,84,74,66
179,Wizard1282,Gryffindor,90,64,61,83
180,Wizard2683,Ravenclaw,87,99,94,89
181,Theseus Grindelwald,Hufflepuff,56,64,81,56
182,Wizard1859,Ravenclaw,99,99,95,100
183,Wizard1954,Slytherin,94,73,90,80
184,Wizard4068,Slytherin,70,72,89,82
185,Wizard987,Hufflepuff,85,51,73,68
186,Wizard4096,Gryffindor,77,74,76,61
187,Wizard1802,Gryffindor,62,60,71,60
188,Wizard2730,Ravenclaw,91,98,93,96
189,Wizard825,Gryffindor,84,59,87,80
190,Wizard2939,Ravenclaw,98,94,85,92
191,Wizard2148,Slytherin,73,77,83,95
192,Wizard3280,Gryffindor,74,84,55,89
193,Wizard3449,Hufflepuff,43,63,73,48
194,Wizard3741,Slytherin,88,72,75,75
195,Wizard3764,Gryffindor,50,81,71,60
196,Wizard2297,Hufflepuff,73,69,64,80
197,Wizard706,Hufflepuff,78,65,51,81
198,Wizard3159,Hufflepuff,80,63,70,53
199,Wizard3432,Hufflepuff,44,66,66,73
200,Wilhelmina McGonagall,Gryffindor,85,88,61,69
201,Wizard95,Slytherin,81,88,84,77
202,Wizard629,Slytherin,88,78,93,72
203,Wizard832,Hufflepuff,47,78,50,82
204,Wizard2316,Ravenclaw,85,91,88,99
205,Wizard1677,Hufflepuff,63,48,73,82
206,Sirius Lovegood,Slytherin,92,78,83,84
207,Wizard2971,Slytherin,95,75,88,76
208,Wizard2258,Ravenclaw,88,93,99,94
209,Wizard2222,Ravenclaw,98,90,94,90
210,Wizard3537,Slytherin,93,79,78,82
211,Wizard746,Slytherin,92,94,70,81
212,Wizard164,Ravenclaw,91,99,97,95
213,Wizard130,Gryffindor,88,50,56,61
214,Wizard2723,Gryffindor,78,72,59,72
215,Wizard1325,Ravenclaw,95,92,90,87
216,Rubeus Malfoy,Slytherin,90,70,95,78
217,Wizard3613,Hufflepuff,60,59,62,85
218,Wizard2426,Ravenclaw,97,94,97,99
219,Wizard1943,Gryffindor,80,82,71,77
220,Wizard863,Slytherin,70,73,70,78
221,Bathilda Snape,Hufflepuff,42,71,84,76
222,Horace Crouch,Gryffindor,63,76,63,76
223,Wizard311,Ravenclaw,90,90,93,95
224,Wizard1381,Slytherin,86,81,71,85
225,Wizard1916,Gryffindor,63,50,71,81
226,Wizard738,Ravenclaw,94,96,92,92
227,Wizard4042,Slytherin,94,83,85,92
228,Wizard827,Hufflepuff,43,83,75,55
229,Wizard2761,Hufflepuff,84,63,44,50
230,Wizard1934,Hufflepuff,79,43,42,58
231,Wizard3431,Gryffindor,90,84,64,59
232,Wizard3447,Gryffindor,68,60,75,59
233,Wizard3097,Ravenclaw,96,85,91,90
234,Wizard2321,Slytherin,74,85,76,82
235,Wizard1691,Ravenclaw,96,94,98,94
236,Wizard3322,Slytherin,86,81,91,82
237,Wizard3661,Hufflepuff,84,78,61,81
238,Wizard1509,Ravenclaw,98,88,85,88
239,Wizard3976,Hufflepuff,49,80,85,76
240,Wizard2965,Slytherin,76,85,81,76
241,Wizard2687,Ravenclaw,94,99,99,99
242,Wizard2400,Ravenclaw,91,86,92,87
243,Wizard210,Gryffindor,54,68,89,84
244,Wizard837,Hufflepuff,52,68,44,82
245,Wizard1244,Ravenclaw,91,87,90,100
246,Wizard2795,Slytherin,83,79,91,87
247,Wizard2749,Gryffindor,66,59,57,63
248,Rubeus Lupin,Ravenclaw,85,88,86,96
249,Wizard528,Gryffindor,58,78,51,71
250,Salazar Carrow,Gryffindor,82,89,79,90
251,Wizard129,Hufflepuff,56,77,42,61
252,Wizard2888,Hufflepuff,79,77,71,64
253,Wizard1493,Slytherin,87,93,76,91
254,Wizard572,Slytherin,74,87,73,83
255,Wizard3508,Ravenclaw,93,98,94,100
256,Arthur Parkinson,Ravenclaw,87,99,95,91
257,Filius Lestrange,Ravenclaw,91,98,91,88
258,Salazar Pucey,Slytherin,85,90,78,74
259,Gellert Tonks,Slytherin,78,92,74,83
260,Wizard304,Gryffindor,78,54,70,58
261,Wizard4020,Gryffindor,64,90,57,81
262,Wizard1101,Ravenclaw,98,87,85,90
263,Tom Malfoy,Hufflepuff,68,77,82,59
264,Wizard108,Slytherin,93,78,77,71
265,Wizard3674,Ravenclaw,87,96,98,91
266,Wizard3815,Ravenclaw,94,90,86,96
267,Wizard2458,Hufflepuff,47,74,84,61
268,Wizard359,Slytherin,82,81,83,94
269,Wizard2496,Hufflepuff,85,60,77,49
270,Remus Crabbe,Ravenclaw,95,96,95,87
271,Wizard1429,Slytherin,82,76,81,74
272,Wizard1516,Ravenclaw,100,98,94,91
273,Wizard3920,Ravenclaw,100,88,93,97
274,Wizard1744,Ravenclaw,92,97,95,98
275,Wizard1758,Slytherin,77,94,74,77
276,Wizard1346,Ravenclaw,88,96,98,88
277,Wizard1861,Gryffindor,63,69,71,67
278,Wizard1060,Hufflepuff,45,63,75,60
279,Wizard385,Ravenclaw,85,97,98,92
280,Wizard4018,Gryffindor,86,68,50,81
281,Wizard749,Slytherin,81,90,73,85
282,Wizard2679,Slytherin,81,72,78,88
283,Wizard2083,Gryffindor,54,54,52,57
284,Helga Lestrange,Hufflepuff,80,42,82,51
285,Wizard2954,Ravenclaw,86,100,99,98
286,Wizard2293,Slytherin,91,82,72,93
287,Wizard1359,Ravenclaw,85,97,92,91
288,Wizard788,Ravenclaw,89,87,85,96
289,Wizard2500,Gryffindor,52,64,55,89
290,Wizard3655,Hufflepuff,83,42,57,83
291,Wizard36,Ravenclaw,85,86,98,89
292,Wizard1124,Ravenclaw,95,86,95,95
293,Wizard622,Slytherin,94,82,90,85
294,Lucius Yaxley,Slytherin,86,73,81,71
295,Wizard595,Ravenclaw,86,89,96,93
296,Wizard214,Gryffindor,58,71,82,61
297,Wizard3238,Slytherin,79,74,72,73
298,Wizard983,Slytherin,90,88,73,74
299,Wizard188,Gryffindor,52,82,52,61
300,Wizard409,Gryffindor,53,71,71,71
301,Nymphadora Carrow,Slytherin,90,83,80,95
302,Kingsley Diggory,Gryffindor,62,66,53,84
303,Wizard2469,Slytherin,83,81,91,95
304,Wizard2875,Ravenclaw,98,87,88,85
305,Wizard1832,Gryffindor,72,74,79,63
306,Wizard684,Gryffindor,58,55,61,67
307,Wizard2441,Slytherin,93,70,78,93
308,Godric Bones,Ravenclaw,94,97,96,97
309,Wizard3311,Hufflepuff,46,74,85,47
310,Wizard3943,Ravenclaw,90,85,100,89
311,Wizard335,Gryffindor,81,88,67,64
312,Wizard3569,Ravenclaw,91,97,93,85
313,Wizard4047,Slytherin,79,87,74,95
314,Wizard1914,Ravenclaw,91,87,88,86
315,Wizard4071,Gryffindor,59,62,66,63
316,Wizard2476,Slytherin,72,88,71,78
317,Wizard1255,Ravenclaw,95,85,89,91
318,Hepzibah Parkinson,Slytherin,75,94,94,88
319,Wizard1535,Gryffindor,79,57,60,89
320,Wizard1440,Slytherin,81,75,86,80
321,Wizard3688,Gryffindor,55,70,59,53
322,Wizard1033,Gryffindor,52,90,57,75
323,Wizard1527,Ravenclaw,88,98,94,89
324,Wizard3644,Gryffindor,52,80,55,53
325,Wizard3676,Gryffindor,75,76,68,83
326,Wizard2024,Ravenclaw,90,92,92,93
327,Wizard3307,Hufflepuff,65,56,66,84
328,Arthur Lupin,Hufflepuff,63,52,75,54
329,Wizard2424,Hufflepuff,74,64,40,40
330,Wizard3850,Gryffindor,51,84,52,50
331,Wizard938,Ravenclaw,85,91,99,95
332,Wizard3121,Hufflepuff,52,75,49,83
333,Wizard2583,Gryffindor,83,85,50,65
334,Wulfric Malfoy,Slytherin,84,83,73,89
335,Wizard723,Slytherin,86,78,72,95
336,Wizard1011,Slytherin,77,74,71,88
337,Wizard2238,Ravenclaw,97,99,94,89
338,Wizard2529,Slytherin,81,73,85,94
339,Wizard386,Slytherin,91,81,89,82
340,Wizard3900,Hufflepuff,82,82,81,58
341,Wizard1412,Hufflepuff,40,40,76,67
342,Kingsley Lovegood,Hufflepuff,79,42,81,66
343,Wizard673,Slytherin,78,70,84,94
344,Wizard2558,Ravenclaw,94,86,100,90
345,Wilhelmina Peverell,Ravenclaw,87,92,92,99
346,Wizard399,Hufflepuff,66,67,51,74
347,Wizard2464,Ravenclaw,87,96,99,89
348,Wizard1755,Hufflepuff,61,58,76,45
349,Wilhelmina Bones,Gryffindor,54,57,53,58
350,Wizard984,Ravenclaw,91,98,100,97
351,Tom Lupin,Ravenclaw,88,100,88,92
352,Wizard3663,Slytherin,95,89,91,75
353,Wizard3436,Hufflepuff,49,71,40,75
354,Wizard2967,Hufflepuff,63,69,68,43
355,Wizard481,Ravenclaw,100,86,86,91
356,Wizard1850,Slytherin,81,79,84,89
357,Wizard691,Hufflepuff,61,44,40,56
358,Wizard1887,Gryffindor,75,73,76,76
359,Wizard842,Hufflepuff,56,51,56,78
360,Wizard3612,Gryffindor,68,52,74,90
361,Wizard3861,Hufflepuff,79,72,75,42
362,Remus Diggory,Ravenclaw,93,90,97,94
363,Wizard2028,Hufflepuff,76,63,78,80
364,Wizard3819,Ravenclaw,86,97,95,100
365,Wizard2676,Hufflepuff,60,81,68,42
366,Wizard3390,Slytherin,88,74,76,77
367,Wizard3551,Hufflepuff,46,79,57,59
368,Wizard1091,Slytherin,80,76,93,87
369,Wizard244,Gryffindor,65,85,58,78
370,Remus Tonks,Gryffindor,72,71,77,56
371,Wizard3157,Hufflepuff,83,59,50,82
372,Wizard2319,Gryffindor,75,58,88,71
373,Wizard2000,Hufflepuff,84,50,82,69
374,Wizard2964,Ravenclaw,100,91,97,91
375,Theseus Hooch,Ravenclaw,93,100,95,91
376,Wizard606,Hufflepuff,44,78,70,69
377,Wizard568,Ravenclaw,96,95,100,85
378,Wizard2597,Ravenclaw,85,99,89,100
379,Wizard745,Slytherin,72,88,91,86
380,Wizard2088,Slytherin,78,80,91,70
381,Salazar Lovegood,Slytherin,71,75,70,83
382,Wilhelmina Riddle,Gryffindor,64,58,77,85
383,Wizard1962,Slytherin,82,76,88,84
384,Wizard2843,Hufflepuff,55,64,49,51
385,Wizard2881,Ravenclaw,89,100,96,94
386,Wizard2127,Ravenclaw,100,91,92,95
387,Arthur Diggory,Hufflepuff,50,44,70,64
388,Wizard2479,Slytherin,73,93,90,79
389,Wizard57,Ravenclaw,93,92,99,100
390,Wizard1901,Gryffindor,75,74,76,70
391,Wizard1270,Ravenclaw,87,87,91,92
392,Wizard2754,Hufflepuff,58,81,82,68
393,Wizard4098,Gryffindor,88,50,72,84
394,Wizard2923,Hufflepuff,55,62,47,67
395,Wizard1471,Gryffindor,75,56,86,53
396,Wizard2010,Slytherin,87,71,82,79
397,Wizard608,Slytherin,80,81,78,81
398,Wizard1193,Slytherin,84,93,85,76
399,Wizard3777,Ravenclaw,92,90,86,89
400,Wizard688,Slytherin,78,79,83,94
401,Wizard1813,Hufflepuff,77,41,50,75
402,Wizard2741,Slytherin,95,85,73,71
403,Wizard3245,Hufflepuff,51,49,40,67
404,Dilys Dumbledore,Ravenclaw,85,92,95,93
405,Wizard1240,Slytherin,79,87,93,86
406,Wizard845,Gryffindor,77,61,74,52
407,Wizard3965,Slytherin,95,92,83,77
408,Wizard236,Gryffindor,66,70,86,70
409,Wizard2525,Gryffindor,78,69,80,90
410,Wizard537,Hufflepuff,52,60,77,43
411,Wizard947,Slytherin,88,88,84,78
412,Wizard2535,Hufflepuff,46,71,70,57
413,Wilhelmina Yaxley,Slytherin,82,93,82,86
414,Wizard1095,Ravenclaw,93,91,90,95
415,Wizard3955,Gryffindor,88,88,72,71
416,Wizard3288,Slytherin,77,85,70,74
417,Wizard4014,Slytherin,73,91,84,83
418,Wizard1819,Ravenclaw,86,89,94,91
419,Wizard1430,Ravenclaw,100,100,92,98
420,Wizard428,Slytherin,80,93,78,94
421,Wizard1565,Hufflepuff,77,56,46,55
422,Wizard1302,Hufflepuff,51,85,70,60
423,Theseus Zabini,Ravenclaw,90,94,92,91
424,Filius Lovegood,Hufflepuff,49,77,81,40
425,Wizard3531,Gryffindor,70,85,69,61
426,Theseus Crouch,Hufflepuff,56,58,66,73
427,Wizard1199,Slytherin,91,77,83,90
428,Wizard2618,Gryffindor,58,69,87,83
429,Wizard2992,Hufflepuff,48,44,53,62
430,Wizard966,Slytherin,78,78,89,91
431,Wizard285,Gryffindor,74,51,63,74
432,Wizard3065,Slytherin,87,90,71,92
433,Wizard3067,Gryffindor,83,90,58,74
434,Wizard1746,Slytherin,86,73,94,83
435,Wizard3701,Gryffindor,84,73,68,53
436,Rubeus Crabbe,Slytherin,74,93,84,75
437,Wizard1228,Gryffindor,52,53,57,75
438,Wilhelmina Malfoy,Hufflepuff,71,63,54,41
439,Wizard1183,Gryffindor,68,66,57,63
440,Wizard3577,Hufflepuff,59,63,80,57
441,Wizard2113,Hufflepuff,78,79,47,41
442,Wizard156,Gryffindor,88,89,81,51
443,Wizard1932,Hufflepuff,47,85,74,42
444,Wizard3338,Gryffindor,61,83,83,70
445,Wizard3378,Ravenclaw,96,91,95,100
446,Wizard2194,Gryffindor,52,55,64,86
447,Wizard2052,Gryffindor,60,85,64,51
448,Wizard3946,Gryffindor,79,62,78,54
449,Wizard3969,Ravenclaw,91,98,86,90
450,Tom Weasley,Ravenclaw,90,90,87,89
451,Wizard3758,Gryffindor,50,83,50,50
452,Dilys Flitwick,Slytherin,75,78,71,84
453,Wizard515,Hufflepuff,75,76,83,55
454,Wizard3903,Gryffindor,78,67,81,74
455,Hepzibah Pucey,Ravenclaw,97,92,90,87
456,Wizard2141,Hufflepuff,83,65,71,42
457,Wizard3971,Slytherin,79,72,77,79
458,Theseus Crabbe,Hufflepuff,59,66,55,58
459,Wizard3107,Gryffindor,51,72,77,64
460,Wizard3500,Slytherin,72,77,81,76
461,Wizard702,Slytherin,75,73,83,93
462,Wizard3187,Slytherin,77,95,83,92
463,Wizard1988,Gryffindor,84,73,83,85
464,Wizard2671,Ravenclaw,85,87,89,85
465,Albus Lestrange,Gryffindor,85,54,58,83
466,Wizard167,Gryffindor,60,71,90,76
467,Wizard3713,Ravenclaw,100,98,91,95
468,Wizard1857,Gryffindor,84,59,69,59
469,Wizard546,Ravenclaw,89,98,89,85
470,Wizard466,Ravenclaw,96,95,85,100
471,Wizard3770,Gryffindor,90,87,70,62
472,Wizard3632,Slytherin,87,74,77,84
473,Wizard1306,Slytherin,80,91,89,82
474,Wizard3358,Slytherin,81,82,85,75
475,Wizard3074,Hufflepuff,84,62,72,77
476,Wizard3038,Ravenclaw,100,96,88,88
477,Wizard3189,Hufflepuff,69,63,65,46
478,Wizard2217,Ravenclaw,100,90,92,91
479,Wizard1820,Hufflepuff,77,78,47,72
480,Wizard3248,Slytherin,85,73,73,70
481,Wizard425,Ravenclaw,96,100,89,97
482,Wizard3085,Slytherin,95,77,75,85
483,Wizard1982,Slytherin,94,84,81,91
484,Wizard1945,Hufflepuff,40,75,60,83
485,Wizard1815,Hufflepuff,53,56,42,70
486,Wizard1761,Slytherin,74,78,95,79
487,Wizard3181,Ravenclaw,87,87,91,96
488,Wizard1141,Ravenclaw,96,89,90,99
489,Wizard2251,Hufflepuff,43,68,66,61
490,Bridget Yaxley,Slytherin,92,84,88,95
491,Wizard2342,Hufflepuff,64,50,43,44
492,Helga Greengrass,Hufflepuff,43,75,63,43
493,Wizard1267,Hufflepuff,64,83,66,40
494,Sirius Bones,Gryffindor,70,50,50,63
495,Wizard857,Hufflepuff,74,81,67,76
496,Wizard794,Hufflepuff,46,71,74,78
497,Wizard3547,Hufflepuff,81,53,63,77
498,Wizard3816,Gryffindor,55,86,51,85
499,Sirius Crouch,Hufflepuff,43,77,42,63
500,Wizard1386,Ravenclaw,88,91,86,92
501,Wizard4010,Ravenclaw,99,87,87,100
502,Lucius Zabini,Gryffindor,89,56,87,85
503,Wizard2112,Ravenclaw,89,90,90,95
504,Wizard1951,Slytherin,90,73,80,75
505,Wizard1152,Ravenclaw,91,95,99,99
506,Wizard846,Ravenclaw,85,91,98,87
507,Leta Lovegood,Slytherin,71,80,83,87
508,Wizard1789,Gryffindor,71,87,87,90
509,Wizard1265,Gryffindor,72,62,86,58
510,Wizard3404,Slytherin,82,92,80,85
511,Wizard2743,Hufflepuff,51,52,76,55
512,Wizard100,Gryffindor,58,59,69,68
513,Wizard1511,Hufflepuff,42,68,73,64
514,Wizard1927,Hufflepuff,65,79,71,41
515,Wizard2823,Hufflepuff,43,79,82,85
516,Wizard982,Hufflepuff,81,84,85,67
517,Bridget Lestrange,Gryffindor,76,78,85,50
518,Wizard2565,Slytherin,86,91,73,70
519,Wizard2860,Ravenclaw,92,86,85,85
520,Wizard3369,Slytherin,93,76,71,70
521,Wizard1727,Slytherin,87,83,94,79
522,Wizard346,Gryffindor,88,64,84,72
523,Wizard2717,Hufflepuff,55,56,81,74
524,Wizard1390,Ravenclaw,91,87,88,93
525,Horace Yaxley,Ravenclaw,86,90,99,100
526,Wizard1584,Slytherin,74,74,90,70
527,Wizard821,Hufflepuff,83,76,65,84
528,Tom Flitwick,Hufflepuff,55,44,65,73
529,Wizard2263,Ravenclaw,86,100,91,91
530,Wizard2980,Ravenclaw,94,96,97,99
531,Newt Weasley,Ravenclaw,85,89,91,85
532,Salazar McGonagall,Slytherin,90,95,70,94
533,Wizard3950,Gryffindor,84,77,66,74
534,Wizard1450,Ravenclaw,93,94,87,89
535,Wizard1384,Ravenclaw,95,86,87,95
536,Helga Lupin,Hufflepuff,81,44,77,53
537,Wizard2104,Gryffindor,70,88,63,82
538,Wizard3559,Gryffindor,54,85,74,75
539,Wizard1878,Ravenclaw,97,92,99,99
540,Wilhelmina Shacklebolt,Slytherin,91,73,82,77
541,Wizard3564,Hufflepuff,40,49,41,54
542,Wizard1757,Ravenclaw,94,88,87,86
543,Bridget Bones,Hufflepuff,80,56,55,68
544,Wizard1286,Ravenclaw,86,87,86,95
545,Bathilda Yaxley,Slytherin,82,85,88,72
546,Wizard3651,Ravenclaw,92,96,89,87
547,Wizard758,Hufflepuff,54,71,52,50
548,Wizard2927,Ravenclaw,96,91,91,91
549,Wizard469,Slytherin,78,71,85,81
550,Wizard2207,Ravenclaw,91,90,93,88
551,Wizard2220,Hufflepuff,40,57,56,62
552,Wizard3192,Ravenclaw,88,86,93,87
553,Wizard46,Slytherin,71,84,71,85
554,Wizard500,Hufflepuff,67,44,47,84
555,Wizard2414,Ravenclaw,85,98,88,91
556,Wizard2502,Slytherin,94,93,92,76
557,Wizard3294,Ravenclaw,100,95,94,98
558,Wizard1483,Slytherin,86,95,90,93
559,Wizard423,Gryffindor,61,60,81,61
560,Kingsley Snape,Slytherin,89,86,77,77
561,Wizard3823,Slytherin,89,92,92,73
562,Albus Black,Gryffindor,83,89,53,64
563,Wizard2976,Hufflepuff,77,53,70,53
564,Wizard586,Gryffindor,88,64,79,70
565,Wizard3466,Slytherin,86,89,71,92
566,Rubeus Crouch,Gryffindor,52,86,82,73
567,Wizard2855,Gryffindor,69,63,50,56
568,Wizard3530,Slytherin,83,72,86,95
569,Wizard2700,Ravenclaw,91,85,88,94
570,Wizard2798,Ravenclaw,99,93,95,91
571,Wizard2757,Gryffindor,89,52,86,82
